id	term
Chr23G005040	GO:0008270
Chr09G021330	GO:0003677
Chr09G021330	GO:0005634
Chr09G021330	GO:0005886
Chr09G021330	GO:0008270
Chr09G021330	GO:0048579
Chr24G004280	GO:0001510
Chr24G004280	GO:0005743
Chr24G004280	GO:0009853
Chr24G004280	GO:0015450
Chr24G004280	GO:0042719
Chr24G004280	GO:0045039
Chr24G004280	GO:0046872
Chr19G012850	GO:0003677
Chr19G012850	GO:0003682
Chr19G012850	GO:0006338
Chr19G012850	GO:0007062
Chr19G012850	GO:0008270
Chr19G012850	GO:0009536
Chr19G012850	GO:0016514
Chr19G012850	GO:0031048
Chr19G012850	GO:0045132
Chr19G012850	GO:0045893
Chr01G034830	GO:0003677
Chr01G034830	GO:0003682
Chr01G034830	GO:0006338
Chr01G034830	GO:0007062
Chr01G034830	GO:0008270
Chr01G034830	GO:0009536
Chr01G034830	GO:0016514
Chr01G034830	GO:0031048
Chr01G034830	GO:0045132
Chr01G034830	GO:0045893
Chr0G031830	GO:0003677
Chr0G031830	GO:0003682
Chr0G031830	GO:0006338
Chr0G031830	GO:0007062
Chr0G031830	GO:0008270
Chr0G031830	GO:0009536
Chr0G031830	GO:0016514
Chr0G031830	GO:0031048
Chr0G031830	GO:0045132
Chr0G031830	GO:0045893
Chr04G026520	GO:0006796
Chr04G026520	GO:0016023
Chr04G026520	GO:0016301
Chr04G026520	GO:0032502
Chr04G026520	GO:0044699
Chr04G022480	GO:0016023
Chr26G010890	GO:0016023
Chr07G019940	GO:0016023
Chr13G020470	GO:0009081
Chr13G020470	GO:0009507
Chr13G020470	GO:0052654
Chr13G020470	GO:0052655
Chr13G020470	GO:0052656
Chr22G002200	GO:0003677
Chr22G002200	GO:0003700
Chr22G002200	GO:0005634
Chr22G002200	GO:0006355
Chr08G005900	GO:0005768
Chr08G005900	GO:0005794
Chr08G005900	GO:0005802
Chr08G005900	GO:0016020
Chr08G005900	GO:0016023
Chr22G011480	GO:0004784
Chr22G011480	GO:0005507
Chr22G011480	GO:0005759
Chr22G011480	GO:0006801
Chr22G011480	GO:0009651
Chr22G011480	GO:0009793
Chr22G011480	GO:0010043
Chr22G011480	GO:0016023
Chr22G011480	GO:0042742
Chr22G011480	GO:0055114
Chr06G014550	GO:0016023
Chr0G021840	GO:0005634
Chr0G021840	GO:0070417
Chr0G021840	GO:0080040
Chr19G006370	GO:0005198
Chr19G006370	GO:0006098
Chr19G006370	GO:0009535
Chr19G006370	GO:0009941
Chr19G006370	GO:0010027
Chr0G032260	GO:0005506
Chr0G032260	GO:0009628
Chr0G032260	GO:0009686
Chr0G032260	GO:0009826
Chr0G032260	GO:0045544
Chr0G032260	GO:0055114
Chr01G035260	GO:0000166
Chr01G035260	GO:0000741
Chr01G035260	GO:0003676
Chr01G035260	GO:0005730
Chr01G035260	GO:0006364
Chr01G035260	GO:0009536
Chr01G035260	GO:0009560
Chr01G035260	GO:0030529
Chr01G035260	GO:0080008
Chr24G002000	GO:0000166
Chr24G002000	GO:0000741
Chr24G002000	GO:0003676
Chr24G002000	GO:0005730
Chr24G002000	GO:0006364
Chr24G002000	GO:0009536
Chr24G002000	GO:0009560
Chr24G002000	GO:0030529
Chr24G002000	GO:0080008
Chr13G008250	GO:0000166
Chr13G008250	GO:0000741
Chr13G008250	GO:0003676
Chr13G008250	GO:0005730
Chr13G008250	GO:0006364
Chr13G008250	GO:0009536
Chr13G008250	GO:0009560
Chr13G008250	GO:0030529
Chr13G008250	GO:0080008
Chr06G024580	GO:0009536
Chr03G001680	GO:0009536
Chr01G015050	GO:0003690
Chr01G015050	GO:0005829
Chr18G001360	GO:0046872
Chr05G029630	GO:0005886
Chr05G029630	GO:0015095
Chr05G029630	GO:0015693
Chr05G029630	GO:0016021
Chr08G001680	GO:0005886
Chr08G001680	GO:0015095
Chr08G001680	GO:0015693
Chr08G001680	GO:0016021
Chr18G001330	GO:0005829
Chr25G017160	GO:0005506
Chr25G017160	GO:0009055
Chr25G017160	GO:0016020
Chr25G017160	GO:0016102
Chr25G017160	GO:0020037
Chr25G017160	GO:0036201
Chr25G017160	GO:0055114
Chr07G005130	GO:0005739
Chr07G005130	GO:0016021
Chr13G010070	GO:0003677
Chr13G010070	GO:0005634
Chr13G010070	GO:0006355
Chr13G010070	GO:0009734
Chr13G010070	GO:0010150
Chr13G010070	GO:0046983
Chr07G003850	GO:0016787
Chr22G001630	GO:0016020
Chr22G001630	GO:0016023
Chr09G019500	GO:0004842
Chr09G019500	GO:0006511
Chr09G019500	GO:0009737
Chr09G019500	GO:0010608
Chr09G019500	GO:0010629
Chr09G019500	GO:0016567
Chr09G004210	GO:0005768
Chr09G004210	GO:0005794
Chr09G004210	GO:0005802
Chr09G004210	GO:0009058
Chr28G006840	GO:0004497
Chr28G006840	GO:0009536
Chr28G006840	GO:0055114
Chr02G008470	GO:0004144
Chr02G008470	GO:0045017
Chr26G007000	GO:0004144
Chr26G007000	GO:0045017
Chr04G004410	GO:0004144
Chr04G004410	GO:0045017
Chr24G001500	GO:0002161
Chr24G001500	GO:0004823
Chr24G001500	GO:0005524
Chr24G001500	GO:0006429
Chr24G001500	GO:0006450
Chr24G001500	GO:0009507
Chr0G033510	GO:0002161
Chr0G033510	GO:0004823
Chr0G033510	GO:0005524
Chr0G033510	GO:0006429
Chr0G033510	GO:0006450
Chr0G033510	GO:0009507
Chr21G016390	GO:0044763
Chr07G009760	GO:0016740
Chr07G009760	GO:0044763
Chr04G019560	GO:0016740
Chr04G019560	GO:0044763
Chr27G002970	GO:0003735
Chr27G002970	GO:0005840
Chr27G002970	GO:0006412
Chr01G017760	GO:0000911
Chr01G017760	GO:0005215
Chr01G017760	GO:0005524
Chr01G017760	GO:0005634
Chr01G017760	GO:0005694
Chr01G017760	GO:0006270
Chr01G017760	GO:0006275
Chr01G017760	GO:0006281
Chr01G017760	GO:0006306
Chr01G017760	GO:0006346
Chr01G017760	GO:0006810
Chr01G017760	GO:0007062
Chr01G017760	GO:0007067
Chr01G017760	GO:0007129
Chr01G017760	GO:0007131
Chr01G017760	GO:0008283
Chr01G017760	GO:0009909
Chr01G017760	GO:0010267
Chr01G017760	GO:0010389
Chr01G017760	GO:0030261
Chr01G017760	GO:0031048
Chr01G017760	GO:0035196
Chr01G017760	GO:0048449
Chr01G017760	GO:0051567
Chr01G017760	GO:0051607
Chr04G018220	GO:0005215
Chr04G018220	GO:0009737
Chr04G018220	GO:0016192
Chr04G018220	GO:0048868
Chr07G026250	GO:0004713
Chr07G026250	GO:0005524
Chr07G026250	GO:0006468
Chr07G026250	GO:0009536
Chr0G033010	GO:0016023
Chr27G006240	GO:0006817
Chr27G006240	GO:0016036
Chr27G006240	GO:0070417
Chr02G012110	GO:0003677
Chr02G012110	GO:0003700
Chr02G012110	GO:0005634
Chr02G012110	GO:0006355
Chr15G014670	GO:0016740
Chr05G010000	GO:0016740
Chr04G027980	GO:0016023
Chr19G010500	GO:0016772
Chr13G008930	GO:0000304
Chr13G008930	GO:0005739
Chr13G008930	GO:0009535
Chr13G008930	GO:0009941
Chr13G008930	GO:0010380
Chr13G008930	GO:0031408
Chr0G000050	GO:0003676
Chr0G000050	GO:0005634
Chr0G000050	GO:0006355
Chr0G000050	GO:0008270
Chr0G000050	GO:0009294
Chr0G000050	GO:0009416
Chr0G000050	GO:0016020
Chr0G000050	GO:0016573
Chr07G000420	GO:0006635
Chr07G000420	GO:0006914
Chr07G000420	GO:0009407
Chr07G000420	GO:0016020
Chr07G000420	GO:0043161
Chr07G000420	GO:0051788
Chr07G000420	GO:0080129
Chr17G013480	GO:0006635
Chr17G013480	GO:0006914
Chr17G013480	GO:0009407
Chr17G013480	GO:0016020
Chr17G013480	GO:0043161
Chr17G013480	GO:0051788
Chr17G013480	GO:0080129
Chr17G006340	GO:0006635
Chr17G006340	GO:0006914
Chr17G006340	GO:0009407
Chr17G006340	GO:0016020
Chr17G006340	GO:0043161
Chr17G006340	GO:0051788
Chr17G006340	GO:0080129
Chr02G001060	GO:0016740
Chr02G018700	GO:0006457
Chr02G018700	GO:0008092
Chr02G018700	GO:0009958
Chr02G018700	GO:0031072
Chr02G018700	GO:0051082
Chr12G004590	GO:0051213
Chr02G016200	GO:0016311
Chr02G016200	GO:0016791
Chr29G002620	GO:0003735
Chr29G002620	GO:0005840
Chr29G002620	GO:0006412
Chr23G012650	GO:0000413
Chr23G012650	GO:0003755
Chr23G012650	GO:0004672
Chr23G012650	GO:0005524
Chr23G012650	GO:0005528
Chr23G012650	GO:0006468
Chr23G012650	GO:0009536
Chr23G012650	GO:0016020
Chr02G013580	GO:0003677
Chr02G013580	GO:0003682
Chr02G013580	GO:0005634
Chr02G016490	GO:0003677
Chr02G016490	GO:0003682
Chr02G016490	GO:0005634
Chr03G019400	GO:0004674
Chr03G019400	GO:0005524
Chr03G019400	GO:0005737
Chr03G019400	GO:0006468
Chr25G002730	GO:0005215
Chr25G002730	GO:0005524
Chr25G002730	GO:0006200
Chr25G002730	GO:0006810
Chr25G002730	GO:0016887
Chr25G002730	GO:0017004
Chr25G002730	GO:0030288
Chr19G006630	GO:0005488
Chr19G006630	GO:0005739
Chr06G005780	GO:0005576
Chr06G005780	GO:0005618
Chr06G005780	GO:0016020
Chr06G005780	GO:0019953
Chr20G004770	GO:0003676
Chr20G004770	GO:0008270
Chr09G024340	GO:0003991
Chr09G024340	GO:0004349
Chr09G024340	GO:0006526
Chr09G024340	GO:0006561
Chr09G024340	GO:0009507
Chr09G024340	GO:0016310
Chr18G006870	GO:0005829
Chr18G006870	GO:0009570
Chr0G016040	GO:0009523
Chr0G016040	GO:0009535
Chr0G016040	GO:0009772
Chr0G016040	GO:0016021
Chr0G016040	GO:0016168
Chr0G016040	GO:0018298
Chr0G016040	GO:0030076
Chr0G016040	GO:0045156
Chr11G014720	GO:0016621
Chr11G014720	GO:0044237
Chr11G014720	GO:0050662
Chr11G014720	GO:0055114
Chr05G017010	GO:0016621
Chr05G017010	GO:0044237
Chr05G017010	GO:0050662
Chr05G017010	GO:0055114
Chr05G028300	GO:0005524
Chr05G028300	GO:0006950
Chr0G013450	GO:0008137
Chr0G013450	GO:0009535
Chr0G013450	GO:0016021
Chr0G013450	GO:0042773
Chr0G013450	GO:0048038
Chr16G002140	GO:0010228
Chr16G002140	GO:0042800
Chr16G002140	GO:0048440
Chr16G002140	GO:0048443
Chr16G002140	GO:0051568
Chr13G018340	GO:0009706
Chr13G018340	GO:0016023
Chr25G008310	GO:0009706
Chr25G008310	GO:0016023
Chr26G005160	GO:0009706
Chr26G005160	GO:0016023
Chr15G019690	GO:0009706
Chr15G019690	GO:0016023
Chr07G030780	GO:0009628
Chr07G030780	GO:0044767
Chr07G030780	GO:0048513
Chr08G006110	GO:0016023
Chr08G006110	GO:0016787
Chr20G011010	GO:0005739
Chr20G011010	GO:0009536
Chr29G002100	GO:0005739
Chr29G002100	GO:0009536
Chr0G015830	GO:0005524
Chr0G015830	GO:0005618
Chr0G015830	GO:0005730
Chr0G015830	GO:0005739
Chr0G015830	GO:0005829
Chr0G015830	GO:0005886
Chr0G015830	GO:0006457
Chr0G015830	GO:0006952
Chr0G015830	GO:0009414
Chr0G015830	GO:0009651
Chr0G015830	GO:0009908
Chr0G015830	GO:0010286
Chr0G015830	GO:0048046
Chr0G015830	GO:0048366
Chr0G015830	GO:0050821
Chr0G015830	GO:0051082
Chr0G015830	GO:0071277
Chr09G015290	GO:0009536
Chr0G000570	GO:0005739
Chr04G002110	GO:0042254
Chr04G002110	GO:0044424
Chr03G008350	GO:0042254
Chr03G008350	GO:0044424
Chr05G006230	GO:0009536
Chr30G008330	GO:0009507
Chr30G008330	GO:0009617
Chr30G008330	GO:0009651
Chr30G008330	GO:0009723
Chr30G008330	GO:0009851
Chr04G021580	GO:0005886
Chr04G021580	GO:0009536
Chr04G021580	GO:0016772
Chr13G005110	GO:0006629
Chr13G005110	GO:0016023
Chr13G005110	GO:0016788
Chr05G003090	GO:0004674
Chr05G003090	GO:0005524
Chr05G003090	GO:0006468
Chr12G006580	GO:0003682
Chr12G006580	GO:0005737
Chr12G006580	GO:0005886
Chr12G006580	GO:0008536
Chr06G021860	GO:0005739
Chr06G021860	GO:0009807
Chr26G005730	GO:0000166
Chr26G005730	GO:0006979
Chr26G005730	GO:0008270
Chr26G005730	GO:0009579
Chr26G005730	GO:0010287
Chr26G005730	GO:0016853
Chr26G005730	GO:0042631
Chr26G005730	GO:0044237
Chr26G005730	GO:0050662
Chr02G016090	GO:0009536
Chr07G016760	GO:0009536
Chr07G014320	GO:0005643
Chr07G014320	GO:0006810
Chr05G017320	GO:0005739
Chr29G001010	GO:0003735
Chr29G001010	GO:0006412
Chr29G001010	GO:0022625
Chr13G011400	GO:0043153
Chr13G011400	GO:0048573
Chr05G022250	GO:0003774
Chr05G022250	GO:0003779
Chr05G022250	GO:0005524
Chr05G022250	GO:0016459
Chr24G004130	GO:0003774
Chr24G004130	GO:0003779
Chr24G004130	GO:0005524
Chr24G004130	GO:0016459
Chr15G012560	GO:0005739
Chr15G012560	GO:0034432
Chr11G009160	GO:0000139
Chr11G009160	GO:0000394
Chr11G009160	GO:0005351
Chr11G009160	GO:0005456
Chr11G009160	GO:0008643
Chr11G009160	GO:0009086
Chr11G009160	GO:0015136
Chr11G009160	GO:0015739
Chr11G009160	GO:0015782
Chr11G009160	GO:0016021
Chr11G009160	GO:0055085
Chr25G006860	GO:0003723
Chr25G006860	GO:0004482
Chr25G006860	GO:0005634
Chr25G006860	GO:0006370
Chr25G006860	GO:0016023
Chr25G006860	GO:0036265
Chr06G001450	GO:0005507
Chr06G001450	GO:0009308
Chr06G001450	GO:0009507
Chr06G001450	GO:0048038
Chr05G020640	GO:0005507
Chr05G020640	GO:0009308
Chr05G020640	GO:0009507
Chr05G020640	GO:0048038
Chr19G011200	GO:0008270
Chr19G011200	GO:0016023
Chr26G013420	GO:0016023
Chr26G013420	GO:0046872
Chr21G002880	GO:0004046
Chr21G002880	GO:0005739
Chr21G002880	GO:0006508
Chr21G002880	GO:0006520
Chr21G002880	GO:0008237
Chr25G002800	GO:0005786
Chr25G002800	GO:0006614
Chr25G002800	GO:0008312
Chr25G002800	GO:0030942
Chr25G002800	GO:0045900
Chr04G000150	GO:0005786
Chr04G000150	GO:0006614
Chr04G000150	GO:0008312
Chr04G000150	GO:0030942
Chr04G000150	GO:0045900
Chr02G013210	GO:0009536
Chr06G005390	GO:0005739
Chr06G005390	GO:0016020
Chr06G005390	GO:0016023
Chr06G005390	GO:0016301
Chr06G005390	GO:0016310
Chr02G001480	GO:0004674
Chr02G001480	GO:0005524
Chr02G001480	GO:0005886
Chr02G001480	GO:0006468
Chr04G025840	GO:0003677
Chr04G025840	GO:0003700
Chr04G025840	GO:0005634
Chr04G025840	GO:0006355
Chr08G019960	GO:0004497
Chr08G019960	GO:0009793
Chr08G019960	GO:0055114
Chr03G019470	GO:0000220
Chr03G019470	GO:0005768
Chr03G019470	GO:0005802
Chr03G019470	GO:0006200
Chr03G019470	GO:0012510
Chr03G019470	GO:0015078
Chr03G019470	GO:0015991
Chr03G019470	GO:0016887
Chr03G019470	GO:0070070
Chr02G018440	GO:0000220
Chr02G018440	GO:0005768
Chr02G018440	GO:0005802
Chr02G018440	GO:0006200
Chr02G018440	GO:0012510
Chr02G018440	GO:0015078
Chr02G018440	GO:0015991
Chr02G018440	GO:0016887
Chr02G018440	GO:0070070
Chr10G011140	GO:0000220
Chr10G011140	GO:0005768
Chr10G011140	GO:0005802
Chr10G011140	GO:0006200
Chr10G011140	GO:0012510
Chr10G011140	GO:0015078
Chr10G011140	GO:0015991
Chr10G011140	GO:0016887
Chr10G011140	GO:0070070
Chr12G012960	GO:0000182
Chr12G012960	GO:0003743
Chr12G012960	GO:0006352
Chr12G012960	GO:0006355
Chr12G012960	GO:0006413
Chr12G012960	GO:0008270
Chr12G012960	GO:0009527
Chr12G012960	GO:0010440
Chr12G012960	GO:0017025
Chr14G004210	GO:0009536
Chr06G003470	GO:0005886
Chr06G003470	GO:0009567
Chr06G003470	GO:0010183
Chr06G003470	GO:0010198
Chr06G003470	GO:0010483
Chr06G003470	GO:0016023
Chr11G019260	GO:0005886
Chr11G019260	GO:0009567
Chr11G019260	GO:0010183
Chr11G019260	GO:0010198
Chr11G019260	GO:0010483
Chr11G019260	GO:0016023
Chr18G016160	GO:0004650
Chr18G016160	GO:0005576
Chr18G016160	GO:0005975
Chr18G016160	GO:0016020
Chr18G016160	GO:0016023
Chr02G033640	GO:0004650
Chr02G033640	GO:0005576
Chr02G033640	GO:0005975
Chr02G033640	GO:0016020
Chr02G033640	GO:0016023
Chr04G012650	GO:0003677
Chr04G012650	GO:0005634
Chr04G012650	GO:0009607
Chr30G004630	GO:0009061
Chr30G004630	GO:0009855
Chr30G004630	GO:0009944
Chr30G004630	GO:0010014
Chr30G004630	GO:0010075
Chr07G021610	GO:0009061
Chr07G021610	GO:0009855
Chr07G021610	GO:0009944
Chr07G021610	GO:0010014
Chr07G021610	GO:0010075
Chr23G004460	GO:0000105
Chr23G004460	GO:0004424
Chr23G004460	GO:0005524
Chr23G004460	GO:0006200
Chr23G004460	GO:0006635
Chr23G004460	GO:0009536
Chr23G004460	GO:0016558
Chr23G004460	GO:0016887
Chr12G025860	GO:0000105
Chr12G025860	GO:0004424
Chr12G025860	GO:0005524
Chr12G025860	GO:0006200
Chr12G025860	GO:0006635
Chr12G025860	GO:0009536
Chr12G025860	GO:0016558
Chr12G025860	GO:0016887
Chr27G014290	GO:0000166
Chr27G014290	GO:0005739
Chr27G014290	GO:0005774
Chr27G014290	GO:0005886
Chr27G014290	GO:0006333
Chr27G014290	GO:0007623
Chr27G014290	GO:0009941
Chr27G014290	GO:0016491
Chr27G014290	GO:0055114
Chr19G005600	GO:0001666
Chr19G005600	GO:0009011
Chr19G005600	GO:0009250
Chr19G005600	GO:0009507
Chr19G005600	GO:0010264
Chr19G005600	GO:0019375
Chr09G017270	GO:0005634
Chr09G017270	GO:0006417
Chr09G017270	GO:0009733
Chr09G017270	GO:0046983
Chr19G018580	GO:0016740
Chr04G031590	GO:0005507
Chr04G031590	GO:0005886
Chr04G031590	GO:0009570
Chr04G031590	GO:0009579
Chr04G031590	GO:0009737
Chr04G031590	GO:0042742
Chr04G031590	GO:0048046
Chr27G001950	GO:0005507
Chr27G001950	GO:0005886
Chr27G001950	GO:0009570
Chr27G001950	GO:0009579
Chr27G001950	GO:0009737
Chr27G001950	GO:0042742
Chr27G001950	GO:0048046
Chr25G009820	GO:0016023
Chr25G013140	GO:0016023
Chr15G003370	GO:0004805
Chr15G003370	GO:0005992
Chr15G003370	GO:0006950
Chr15G003370	GO:0046686
Chr07G007650	GO:0016020
Chr27G003520	GO:0016020
Chr14G015000	GO:0016020
Chr28G000940	GO:0009055
Chr28G000940	GO:0015035
Chr28G000940	GO:0045454
Chr11G022930	GO:0009055
Chr11G022930	GO:0015035
Chr11G022930	GO:0045454
Chr01G008050	GO:0009055
Chr01G008050	GO:0015035
Chr01G008050	GO:0045454
Chr06G027090	GO:0005829
Chr06G027090	GO:0009651
Chr14G008300	GO:0004674
Chr14G008300	GO:0005524
Chr14G008300	GO:0006468
Chr05G007590	GO:0004674
Chr05G007590	GO:0005524
Chr05G007590	GO:0006468
Chr13G014460	GO:0003676
Chr13G014460	GO:0005634
Chr13G014460	GO:0006364
